body_name,body_label,assembly,mate_name,good_face_normal,thickness_mm,width_mm,height_mm,area_mm2,wire_count,edge_count,dxf_file
Cabinet8LowerDrawerCabinetLowChannelBackLayer1Body,Cabinet 8 lower drawer cabinet low channel back — layer 1,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LowerDrawerCabinetLowChannelBackLayer2Body,-X,5.800000000000182,457.5999999999999,79.20000000000002,34976.955185372535,7,14,profiles/Cabinet8LowerDrawerCabinetLowChannelBackLayer1Body.dxf
Cabinet8LowerDrawerCabinetLowChannelBackLayer2Body,Cabinet 8 lower drawer cabinet low channel back — layer 2,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LowerDrawerCabinetLowChannelBackLayer1Body,+X,5.800000000000182,457.5999999999999,79.20000000000002,34976.9551853725,7,14,profiles/Cabinet8LowerDrawerCabinetLowChannelBackLayer2Body.dxf
Cabinet8LowerDrawerCabinetHighChannelBackLayer1Body,Cabinet 8 lower drawer cabinet high channel back — layer 1,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LowerDrawerCabinetHighChannelBackLayer2Body,+X,5.800000000000182,457.5999999999999,79.20000000000002,34976.95518537254,7,14,profiles/Cabinet8LowerDrawerCabinetHighChannelBackLayer1Body.dxf
Cabinet8LowerDrawerCabinetHighChannelBackLayer2Body,Cabinet 8 lower drawer cabinet high channel back — layer 2,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LowerDrawerCabinetHighChannelBackLayer1Body,-X,5.800000000000182,457.5999999999999,79.20000000000002,34976.95518537256,7,14,profiles/Cabinet8LowerDrawerCabinetHighChannelBackLayer2Body.dxf
Cabinet7UpperDrawerFaceOuterBody,Drawer face — outer006,Cabinet 7 upper drawer,Cabinet7UpperDrawerFaceInnerBody,-Y,5.7999999999999545,461.60000000000014,143.00000000000003,57223.62544702415,3,324,profiles/Cabinet7UpperDrawerFaceOuterBody.dxf
Cabinet7UpperDrawerFaceInnerBody,Drawer face — inner006,Cabinet 7 upper drawer,Cabinet7UpperDrawerFaceOuterBody,+Y,5.7999999999999545,461.60000000000014,143.00000000000003,54868.24544702408,13,348,profiles/Cabinet7UpperDrawerFaceInnerBody.dxf
Cabinet7UpperDrawerSideLowOuterBody,Drawer side — lowouter006,Cabinet 7 upper drawer,Cabinet7UpperDrawerSideLowInnerBody,-X,5.799999999999997,490.5999999999997,100.0,46653.23681469249,7,70,profiles/Cabinet7UpperDrawerSideLowOuterBody.dxf
Cabinet7UpperDrawerSideLowInnerBody,Drawer side — lowinner006,Cabinet 7 upper drawer,Cabinet7UpperDrawerSideLowOuterBody,+X,5.800000000000004,490.5999999999997,100.0,46653.23681469251,7,70,profiles/Cabinet7UpperDrawerSideLowInnerBody.dxf
Cabinet7UpperDrawerSideHighInnerBody,Drawer side — highinner006,Cabinet 7 upper drawer,Cabinet7UpperDrawerSideHighOuterBody,-X,5.800000000000011,490.60000000000014,100.0,46653.236814689124,7,70,profiles/Cabinet7UpperDrawerSideHighInnerBody.dxf
Cabinet7UpperDrawerSideHighOuterBody,Drawer side — highouter006,Cabinet 7 upper drawer,Cabinet7UpperDrawerSideHighInnerBody,+X,5.800000000000011,490.60000000000014,100.0,46653.2368146865,7,70,profiles/Cabinet7UpperDrawerSideHighOuterBody.dxf
Cabinet7UpperDrawerBackInnerBody,Drawer back — inner006,Cabinet 7 upper drawer,Cabinet7UpperDrawerBackOuterBody,-Y,5.800000000001091,439.4,100.0,41310.90318529421,7,74,profiles/Cabinet7UpperDrawerBackInnerBody.dxf
Cabinet7UpperDrawerBackOuterBody,Drawer back — outer006,Cabinet 7 upper drawer,Cabinet7UpperDrawerBackInnerBody,+Y,5.800000000008595,439.4,100.0,41310.903185263865,7,74,profiles/Cabinet7UpperDrawerBackOuterBody.dxf
Cabinet7UpperDrawerBottomBody,Drawer bottom — single ply006,Cabinet 7 upper drawer,,+Z,5.800000000000011,439.3999999999977,490.60000000000423,204607.8309649154,1,100,profiles/Cabinet7UpperDrawerBottomBody.dxf
Cabinet7UpperDrawerLowSlideLayer1Body,Drawer slide — low side — layer 011,Cabinet 7 upper drawer,Cabinet7UpperDrawerLowSlideLayer2Body,-X,5.800000000000001,471.19999999999993,25.4,11773.47881133287,3,6,profiles/Cabinet7UpperDrawerLowSlideLayer1Body.dxf
Cabinet7UpperDrawerLowSlideLayer2Body,Drawer slide — low side — layer 012,Cabinet 7 upper drawer,Cabinet7UpperDrawerLowSlideLayer1Body,+X,5.800000000000001,471.19999999999993,25.4,11773.478811332876,3,6,profiles/Cabinet7UpperDrawerLowSlideLayer2Body.dxf
Cabinet7UpperDrawerHighSlideLayer1Body,Drawer slide — high side — layer 011,Cabinet 7 upper drawer,Cabinet7UpperDrawerHighSlideLayer2Body,-X,5.800000000000011,471.19999999999993,25.4,11773.478811332858,3,6,profiles/Cabinet7UpperDrawerHighSlideLayer1Body.dxf
Cabinet7UpperDrawerHighSlideLayer2Body,Drawer slide — high side — layer 012,Cabinet 7 upper drawer,Cabinet7UpperDrawerHighSlideLayer1Body,+X,5.800000000000011,471.19999999999993,25.4,11773.47881133285,3,6,profiles/Cabinet7UpperDrawerHighSlideLayer2Body.dxf
Cabinet7UpperDrawerCabinetLowSupportLayer3Body,Cabinet 7 upper drawer cabinet lowsupport strip — layer 3,"Cabinet 7 — left bedside table, front away from wall",Cabinet7UpperDrawerCabinetLowSupportLayer4Body,-X,5.800000000000001,457.5999999999998,25.400000000000016,11428.038811332877,3,6,profiles/Cabinet7UpperDrawerCabinetLowSupportLayer3Body.dxf
Cabinet7UpperDrawerCabinetLowSupportLayer4Body,Cabinet 7 upper drawer cabinet lowsupport strip — layer 4,"Cabinet 7 — left bedside table, front away from wall",Cabinet7UpperDrawerCabinetLowSupportLayer3Body,+X,5.799999999999997,457.5999999999998,25.400000000000016,11428.038811332886,3,6,profiles/Cabinet7UpperDrawerCabinetLowSupportLayer4Body.dxf
Cabinet7UpperDrawerCabinetLowAntiTipLayer3Body,Cabinet 7 upper drawer cabinet lowantitip strip — layer 3,"Cabinet 7 — left bedside table, front away from wall",Cabinet7UpperDrawerCabinetLowAntiTipLayer4Body,-X,5.800000000000001,457.5999999999998,25.4,11428.038811332872,3,6,profiles/Cabinet7UpperDrawerCabinetLowAntiTipLayer3Body.dxf
Cabinet7UpperDrawerCabinetLowAntiTipLayer4Body,Cabinet 7 upper drawer cabinet lowantitip strip — layer 4,"Cabinet 7 — left bedside table, front away from wall",Cabinet7UpperDrawerCabinetLowAntiTipLayer3Body,+X,5.799999999999997,457.5999999999998,25.4,11428.038811332877,3,6,profiles/Cabinet7UpperDrawerCabinetLowAntiTipLayer4Body.dxf
Cabinet7UpperDrawerCabinetHighSupportLayer3Body,Cabinet 7 upper drawer cabinet highsupport strip — layer 3,"Cabinet 7 — left bedside table, front away from wall",Cabinet7UpperDrawerCabinetHighSupportLayer4Body,+X,5.800000000000011,457.5999999999998,25.400000000000016,11428.03881133286,3,6,profiles/Cabinet7UpperDrawerCabinetHighSupportLayer3Body.dxf
Cabinet7UpperDrawerCabinetHighSupportLayer4Body,Cabinet 7 upper drawer cabinet highsupport strip — layer 4,"Cabinet 7 — left bedside table, front away from wall",Cabinet7UpperDrawerCabinetHighSupportLayer3Body,-X,5.800000000000011,457.5999999999998,25.400000000000016,11428.03881133286,3,6,profiles/Cabinet7UpperDrawerCabinetHighSupportLayer4Body.dxf
Cabinet7UpperDrawerCabinetHighAntiTipLayer3Body,Cabinet 7 upper drawer cabinet highantitip strip — layer 3,"Cabinet 7 — left bedside table, front away from wall",Cabinet7UpperDrawerCabinetHighAntiTipLayer4Body,+X,5.800000000000011,457.5999999999998,25.4,11428.038811332852,3,6,profiles/Cabinet7UpperDrawerCabinetHighAntiTipLayer3Body.dxf
Cabinet7UpperDrawerCabinetHighAntiTipLayer4Body,Cabinet 7 upper drawer cabinet highantitip strip — layer 4,"Cabinet 7 — left bedside table, front away from wall",Cabinet7UpperDrawerCabinetHighAntiTipLayer3Body,-X,5.800000000000011,457.5999999999998,25.4,11428.038811332854,3,6,profiles/Cabinet7UpperDrawerCabinetHighAntiTipLayer4Body.dxf
Cabinet7UpperDrawerCabinetLowChannelBackLayer1Body,Cabinet 7 upper drawer cabinet low channel back — layer 1,"Cabinet 7 — left bedside table, front away from wall",Cabinet7UpperDrawerCabinetLowChannelBackLayer2Body,-X,5.799999999999999,457.5999999999999,79.20000000000003,34976.955185373234,7,14,profiles/Cabinet7UpperDrawerCabinetLowChannelBackLayer1Body.dxf
Cabinet7UpperDrawerCabinetLowChannelBackLayer2Body,Cabinet 7 upper drawer cabinet low channel back — layer 2,"Cabinet 7 — left bedside table, front away from wall",Cabinet7UpperDrawerCabinetLowChannelBackLayer1Body,+X,5.800000000000001,457.5999999999999,79.20000000000003,34976.95518537324,7,14,profiles/Cabinet7UpperDrawerCabinetLowChannelBackLayer2Body.dxf
Cabinet7UpperDrawerCabinetHighChannelBackLayer1Body,Cabinet 7 upper drawer cabinet high channel back — layer 1,"Cabinet 7 — left bedside table, front away from wall",Cabinet7UpperDrawerCabinetHighChannelBackLayer2Body,+X,5.800000000000011,457.5999999999999,79.20000000000003,34976.955185373175,7,14,profiles/Cabinet7UpperDrawerCabinetHighChannelBackLayer1Body.dxf
Cabinet7UpperDrawerCabinetHighChannelBackLayer2Body,Cabinet 7 upper drawer cabinet high channel back — layer 2,"Cabinet 7 — left bedside table, front away from wall",Cabinet7UpperDrawerCabinetHighChannelBackLayer1Body,-X,5.800000000000011,457.5999999999999,79.20000000000003,34976.95518537324,7,14,profiles/Cabinet7UpperDrawerCabinetHighChannelBackLayer2Body.dxf
Cabinet8UpperDrawerFaceOuterBody,Drawer face — outer007,Cabinet 8 upper drawer,Cabinet8UpperDrawerFaceInnerBody,-Y,5.7999999999999545,461.60000000000093,143.00000000000003,57223.62544702423,3,324,profiles/Cabinet8UpperDrawerFaceOuterBody.dxf
Cabinet8UpperDrawerFaceInnerBody,Drawer face — inner007,Cabinet 8 upper drawer,Cabinet8UpperDrawerFaceOuterBody,+Y,5.7999999999999545,461.600000000002,143.00000000000003,54868.245447024245,13,348,profiles/Cabinet8UpperDrawerFaceInnerBody.dxf
Cabinet8UpperDrawerSideLowOuterBody,Drawer side — lowouter007,Cabinet 8 upper drawer,Cabinet8UpperDrawerSideLowInnerBody,-X,5.800000000000182,490.60000000000014,100.0,46653.236814662974,7,70,profiles/Cabinet8UpperDrawerSideLowOuterBody.dxf
Cabinet8UpperDrawerSideLowInnerBody,Drawer side — lowinner007,Cabinet 8 upper drawer,Cabinet8UpperDrawerSideLowOuterBody,+X,5.800000000001091,490.6000000000008,100.0,46653.23681466474,7,70,profiles/Cabinet8UpperDrawerSideLowInnerBody.dxf
Cabinet8UpperDrawerSideHighInnerBody,Drawer side — highinner007,Cabinet 8 upper drawer,Cabinet8UpperDrawerSideHighOuterBody,-X,5.800000000000637,490.6000000000008,100.0,46653.236814663665,7,70,profiles/Cabinet8UpperDrawerSideHighInnerBody.dxf
Cabinet8UpperDrawerSideHighOuterBody,Drawer side — highouter007,Cabinet 8 upper drawer,Cabinet8UpperDrawerSideHighInnerBody,+X,5.800000000000637,490.6000000000008,100.0,46653.236814674245,7,70,profiles/Cabinet8UpperDrawerSideHighOuterBody.dxf
Cabinet8UpperDrawerBackInnerBody,Drawer back — inner007,Cabinet 8 upper drawer,Cabinet8UpperDrawerBackOuterBody,-Y,5.800000000001546,439.4000000000001,100.0,41310.903185294235,7,74,profiles/Cabinet8UpperDrawerBackInnerBody.dxf
Cabinet8UpperDrawerBackOuterBody,Drawer back — outer007,Cabinet 8 upper drawer,Cabinet8UpperDrawerBackInnerBody,+Y,5.8000000000017735,439.4000000000001,100.0,41310.90318528987,7,74,profiles/Cabinet8UpperDrawerBackOuterBody.dxf
Cabinet8UpperDrawerBottomBody,Drawer bottom — single ply007,Cabinet 8 upper drawer,,+Z,5.800000000000011,439.39999999999327,490.5999999999997,204607.8309649214,1,100,profiles/Cabinet8UpperDrawerBottomBody.dxf
Cabinet8UpperDrawerLowSlideLayer1Body,Drawer slide — low side — layer 013,Cabinet 8 upper drawer,Cabinet8UpperDrawerLowSlideLayer2Body,-X,5.800000000000182,471.19999999999993,25.4,11773.478811332629,3,6,profiles/Cabinet8UpperDrawerLowSlideLayer1Body.dxf
Cabinet8UpperDrawerLowSlideLayer2Body,Drawer slide — low side — layer 014,Cabinet 8 upper drawer,Cabinet8UpperDrawerLowSlideLayer1Body,+X,5.800000000000182,471.19999999999993,25.4,11773.478811332623,3,6,profiles/Cabinet8UpperDrawerLowSlideLayer2Body.dxf
Cabinet8UpperDrawerHighSlideLayer1Body,Drawer slide — high side — layer 013,Cabinet 8 upper drawer,Cabinet8UpperDrawerHighSlideLayer2Body,-X,5.800000000000182,471.19999999999993,25.4,11773.478811332623,3,6,profiles/Cabinet8UpperDrawerHighSlideLayer1Body.dxf
Cabinet8UpperDrawerHighSlideLayer2Body,Drawer slide — high side — layer 014,Cabinet 8 upper drawer,Cabinet8UpperDrawerHighSlideLayer1Body,+X,5.800000000000182,471.19999999999993,25.4,11773.478811332629,3,6,profiles/Cabinet8UpperDrawerHighSlideLayer2Body.dxf
Cabinet8UpperDrawerCabinetLowSupportLayer3Body,Cabinet 8 upper drawer cabinet lowsupport strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",Cabinet8UpperDrawerCabinetLowSupportLayer4Body,-X,5.800000000000182,457.5999999999998,25.400000000000016,11428.03881133264,3,6,profiles/Cabinet8UpperDrawerCabinetLowSupportLayer3Body.dxf
Cabinet8UpperDrawerCabinetLowSupportLayer4Body,Cabinet 8 upper drawer cabinet lowsupport strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",Cabinet8UpperDrawerCabinetLowSupportLayer3Body,+X,5.800000000000182,457.5999999999998,25.400000000000016,11428.038811332643,3,6,profiles/Cabinet8UpperDrawerCabinetLowSupportLayer4Body.dxf
Cabinet8UpperDrawerCabinetLowAntiTipLayer3Body,Cabinet 8 upper drawer cabinet lowantitip strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",Cabinet8UpperDrawerCabinetLowAntiTipLayer4Body,-X,5.800000000000182,457.5999999999998,25.4,11428.038811332633,3,6,profiles/Cabinet8UpperDrawerCabinetLowAntiTipLayer3Body.dxf
Cabinet8UpperDrawerCabinetLowAntiTipLayer4Body,Cabinet 8 upper drawer cabinet lowantitip strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",Cabinet8UpperDrawerCabinetLowAntiTipLayer3Body,+X,5.800000000000182,457.5999999999998,25.4,11428.038811332635,3,6,profiles/Cabinet8UpperDrawerCabinetLowAntiTipLayer4Body.dxf
Cabinet8UpperDrawerCabinetHighSupportLayer3Body,Cabinet 8 upper drawer cabinet highsupport strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",Cabinet8UpperDrawerCabinetHighSupportLayer4Body,+X,5.800000000000182,457.5999999999998,25.400000000000016,11428.03881133264,3,6,profiles/Cabinet8UpperDrawerCabinetHighSupportLayer3Body.dxf
Cabinet8UpperDrawerCabinetHighSupportLayer4Body,Cabinet 8 upper drawer cabinet highsupport strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",Cabinet8UpperDrawerCabinetHighSupportLayer3Body,-X,5.800000000000182,457.5999999999998,25.400000000000016,11428.03881133264,3,6,profiles/Cabinet8UpperDrawerCabinetHighSupportLayer4Body.dxf
Cabinet8UpperDrawerCabinetHighAntiTipLayer3Body,Cabinet 8 upper drawer cabinet highantitip strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",Cabinet8UpperDrawerCabinetHighAntiTipLayer4Body,+X,5.800000000000182,457.5999999999998,25.4,11428.03881133263,3,6,profiles/Cabinet8UpperDrawerCabinetHighAntiTipLayer3Body.dxf
Cabinet8UpperDrawerCabinetHighAntiTipLayer4Body,Cabinet 8 upper drawer cabinet highantitip strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",Cabinet8UpperDrawerCabinetHighAntiTipLayer3Body,-X,5.800000000000182,457.5999999999998,25.4,11428.03881133263,3,6,profiles/Cabinet8UpperDrawerCabinetHighAntiTipLayer4Body.dxf
Cabinet8UpperDrawerCabinetLowChannelBackLayer1Body,Cabinet 8 upper drawer cabinet low channel back — layer 1,"Cabinet 8 — right bedside table, front away from wall",Cabinet8UpperDrawerCabinetLowChannelBackLayer2Body,-X,5.800000000000182,457.5999999999999,79.20000000000003,34976.95518537254,7,14,profiles/Cabinet8UpperDrawerCabinetLowChannelBackLayer1Body.dxf
Cabinet8UpperDrawerCabinetLowChannelBackLayer2Body,Cabinet 8 upper drawer cabinet low channel back — layer 2,"Cabinet 8 — right bedside table, front away from wall",Cabinet8UpperDrawerCabinetLowChannelBackLayer1Body,+X,5.800000000000182,457.5999999999999,79.20000000000003,34976.9551853725,7,14,profiles/Cabinet8UpperDrawerCabinetLowChannelBackLayer2Body.dxf
Cabinet8UpperDrawerCabinetHighChannelBackLayer1Body,Cabinet 8 upper drawer cabinet high channel back — layer 1,"Cabinet 8 — right bedside table, front away from wall",Cabinet8UpperDrawerCabinetHighChannelBackLayer2Body,+X,5.800000000000182,457.5999999999999,79.20000000000003,34976.955185372535,7,14,profiles/Cabinet8UpperDrawerCabinetHighChannelBackLayer1Body.dxf
Cabinet8UpperDrawerCabinetHighChannelBackLayer2Body,Cabinet 8 upper drawer cabinet high channel back — layer 2,"Cabinet 8 — right bedside table, front away from wall",Cabinet8UpperDrawerCabinetHighChannelBackLayer1Body,-X,5.800000000000182,457.5999999999999,79.20000000000003,34976.955185372564,7,14,profiles/Cabinet8UpperDrawerCabinetHighChannelBackLayer2Body.dxf
