body_name,body_label,assembly,mate_name,good_face_normal,thickness_mm,width_mm,height_mm,area_mm2,wire_count,edge_count,dxf_file
Cabinet3DrawerCabinetLowAntiTipLayer4Body,Cabinet 3 drawer cabinet lowantitip strip — layer 4,Cabinet 3 — front left,Cabinet3DrawerCabinetLowAntiTipLayer3Body,+Y,5.7999999999999545,914.8,25.400000000000016,23040.918811332995,3,6,profiles/Cabinet3DrawerCabinetLowAntiTipLayer4Body.dxf
Cabinet3DrawerCabinetHighSupportLayer3Body,Cabinet 3 drawer cabinet highsupport strip — layer 3,Cabinet 3 — front left,Cabinet3DrawerCabinetHighSupportLayer4Body,+Y,5.7999999999999545,914.8,25.400000000000016,23040.918811333002,3,6,profiles/Cabinet3DrawerCabinetHighSupportLayer3Body.dxf
Cabinet3DrawerCabinetHighSupportLayer4Body,Cabinet 3 drawer cabinet highsupport strip — layer 4,Cabinet 3 — front left,Cabinet3DrawerCabinetHighSupportLayer3Body,-Y,5.7999999999999545,914.8,25.400000000000016,23040.918811333002,3,6,profiles/Cabinet3DrawerCabinetHighSupportLayer4Body.dxf
Cabinet3DrawerCabinetHighAntiTipLayer3Body,Cabinet 3 drawer cabinet highantitip strip — layer 3,Cabinet 3 — front left,Cabinet3DrawerCabinetHighAntiTipLayer4Body,+Y,5.7999999999999545,914.8,25.400000000000016,23040.91881133301,3,6,profiles/Cabinet3DrawerCabinetHighAntiTipLayer3Body.dxf
Cabinet3DrawerCabinetHighAntiTipLayer4Body,Cabinet 3 drawer cabinet highantitip strip — layer 4,Cabinet 3 — front left,Cabinet3DrawerCabinetHighAntiTipLayer3Body,-Y,5.7999999999999545,914.8,25.400000000000016,23040.91881133301,3,6,profiles/Cabinet3DrawerCabinetHighAntiTipLayer4Body.dxf
Cabinet3DrawerCabinetLowChannelBackLayer1Body,Cabinet 3 drawer cabinet low channel back — layer 1,Cabinet 3 — front left,Cabinet3DrawerCabinetLowChannelBackLayer2Body,-Y,5.7999999999999545,914.8,79.20000000000002,71187.19518537361,7,14,profiles/Cabinet3DrawerCabinetLowChannelBackLayer1Body.dxf
Cabinet3DrawerCabinetLowChannelBackLayer2Body,Cabinet 3 drawer cabinet low channel back — layer 2,Cabinet 3 — front left,Cabinet3DrawerCabinetLowChannelBackLayer1Body,+Y,5.7999999999999545,914.8,79.20000000000002,71187.19518537371,7,14,profiles/Cabinet3DrawerCabinetLowChannelBackLayer2Body.dxf
Cabinet3DrawerCabinetHighChannelBackLayer1Body,Cabinet 3 drawer cabinet high channel back — layer 1,Cabinet 3 — front left,Cabinet3DrawerCabinetHighChannelBackLayer2Body,+Y,5.7999999999999545,914.8,79.20000000000002,71187.19518537361,7,14,profiles/Cabinet3DrawerCabinetHighChannelBackLayer1Body.dxf
Cabinet3DrawerCabinetHighChannelBackLayer2Body,Cabinet 3 drawer cabinet high channel back — layer 2,Cabinet 3 — front left,Cabinet3DrawerCabinetHighChannelBackLayer1Body,-Y,5.7999999999999545,914.8,79.20000000000002,71187.19518537371,7,14,profiles/Cabinet3DrawerCabinetHighChannelBackLayer2Body.dxf
Cabinet4DrawerFaceFrameOuterBody,Cabinet 4 drawer face frame — outer,Cabinet 4 — front right,Cabinet4DrawerFaceFrameInnerBody,+X,5.800000000000182,766.0000000000033,359.59999999999917,44215.303642150386,2,374,profiles/Cabinet4DrawerFaceFrameOuterBody.dxf
Cabinet4DrawerFaceFrameInnerBody,Cabinet 4 drawer face frame — inner,Cabinet 4 — front right,Cabinet4DrawerFaceFrameOuterBody,-X,5.800000000006094,766.0000000000002,359.5999999999975,44095.8236421541,4,382,profiles/Cabinet4DrawerFaceFrameInnerBody.dxf
Cabinet4CenterSupportOuterBody,Center top support — outer003,Cabinet 4 — front right,Cabinet4CenterSupportInnerBody,-Y,5.7999999999999545,961.4000000000069,34.199999999997544,25996.88548245908,1,52,profiles/Cabinet4CenterSupportOuterBody.dxf
Cabinet4CenterSupportInnerBody,Center top support — inner003,Cabinet 4 — front right,Cabinet4CenterSupportOuterBody,+Y,5.7999999999999545,961.4000000000069,34.199999999997544,25996.885482460788,1,52,profiles/Cabinet4CenterSupportInnerBody.dxf
Cabinet4DrawerFaceOuterBody,Drawer face — outer003,Cabinet 4 drawer,Cabinet4DrawerFaceInnerBody,+X,5.800000000000182,715.6000000000003,309.2000000000001,202768.2376925219,3,326,profiles/Cabinet4DrawerFaceOuterBody.dxf
Cabinet4DrawerFaceInnerBody,Drawer face — inner003,Cabinet 4 drawer,Cabinet4DrawerFaceOuterBody,-X,5.800000000000182,715.6000000000003,309.2000000000001,198773.77769252172,15,360,profiles/Cabinet4DrawerFaceInnerBody.dxf
Cabinet4DrawerSideLowOuterBody,Drawer side — lowouter003,Cabinet 4 drawer,Cabinet4DrawerSideLowInnerBody,-Y,5.80000000000075,947.8000000000009,177.8,164031.53681466408,7,70,profiles/Cabinet4DrawerSideLowOuterBody.dxf
Cabinet4DrawerSideLowInnerBody,Drawer side — lowinner003,Cabinet 4 drawer,Cabinet4DrawerSideLowOuterBody,+Y,5.800000000000296,947.8000000000022,177.8,164031.53681468434,7,70,profiles/Cabinet4DrawerSideLowInnerBody.dxf
Cabinet4DrawerSideHighInnerBody,Drawer side — highinner003,Cabinet 4 drawer,Cabinet4DrawerSideHighOuterBody,-Y,5.7999999999999545,947.8000000000022,177.8,164031.53681467063,7,70,profiles/Cabinet4DrawerSideHighInnerBody.dxf
Cabinet4DrawerSideHighOuterBody,Drawer side — highouter003,Cabinet 4 drawer,Cabinet4DrawerSideHighInnerBody,+Y,5.800000000001546,947.8000000000022,177.8,164031.53681462508,7,70,profiles/Cabinet4DrawerSideHighOuterBody.dxf
Cabinet4DrawerBackInnerBody,Drawer back — inner003,Cabinet 4 drawer,Cabinet4DrawerBackOuterBody,+X,5.8000000000017735,693.3999999999999,177.8,118862.74318528957,7,74,profiles/Cabinet4DrawerBackInnerBody.dxf
Cabinet4DrawerBackOuterBody,Drawer back — outer003,Cabinet 4 drawer,Cabinet4DrawerBackInnerBody,-X,5.800000000004957,693.3999999999999,177.8,118862.74318517512,7,74,profiles/Cabinet4DrawerBackOuterBody.dxf
Cabinet4DrawerBottomBody,Drawer bottom — single ply003,Cabinet 4 drawer,,+Z,5.799999999999997,947.8000000000009,693.3999999999967,637560.9909649095,1,100,profiles/Cabinet4DrawerBottomBody.dxf
Cabinet4DrawerLowSlideLayer1Body,Drawer slide — low side — layer 005,Cabinet 4 drawer,Cabinet4DrawerLowSlideLayer2Body,-Y,5.7999999999999545,928.3999999999999,25.400000000000016,23386.358811332997,3,6,profiles/Cabinet4DrawerLowSlideLayer1Body.dxf
Cabinet4DrawerLowSlideLayer2Body,Drawer slide — low side — layer 006,Cabinet 4 drawer,Cabinet4DrawerLowSlideLayer1Body,+Y,5.7999999999999545,928.3999999999999,25.400000000000016,23386.358811333,3,6,profiles/Cabinet4DrawerLowSlideLayer2Body.dxf
Cabinet4DrawerHighSlideLayer1Body,Drawer slide — high side — layer 005,Cabinet 4 drawer,Cabinet4DrawerHighSlideLayer2Body,-Y,5.7999999999999545,928.3999999999999,25.400000000000016,23386.358811332997,3,6,profiles/Cabinet4DrawerHighSlideLayer1Body.dxf
Cabinet4DrawerHighSlideLayer2Body,Drawer slide — high side — layer 006,Cabinet 4 drawer,Cabinet4DrawerHighSlideLayer1Body,+Y,5.7999999999999545,928.3999999999999,25.400000000000016,23386.358811333004,3,6,profiles/Cabinet4DrawerHighSlideLayer2Body.dxf
Cabinet4DrawerCabinetLowSupportLayer3Body,Cabinet 4 drawer cabinet lowsupport strip — layer 3,Cabinet 4 — front right,Cabinet4DrawerCabinetLowSupportLayer4Body,-Y,5.7999999999999545,914.8000000000002,25.400000000000016,23040.918811333002,3,6,profiles/Cabinet4DrawerCabinetLowSupportLayer3Body.dxf
Cabinet4DrawerCabinetLowSupportLayer4Body,Cabinet 4 drawer cabinet lowsupport strip — layer 4,Cabinet 4 — front right,Cabinet4DrawerCabinetLowSupportLayer3Body,+Y,5.7999999999999545,914.8000000000002,25.400000000000016,23040.918811332987,3,6,profiles/Cabinet4DrawerCabinetLowSupportLayer4Body.dxf
Cabinet4DrawerCabinetLowAntiTipLayer3Body,Cabinet 4 drawer cabinet lowantitip strip — layer 3,Cabinet 4 — front right,Cabinet4DrawerCabinetLowAntiTipLayer4Body,-Y,5.7999999999999545,914.8000000000002,25.400000000000016,23040.91881133301,3,6,profiles/Cabinet4DrawerCabinetLowAntiTipLayer3Body.dxf
Cabinet4DrawerCabinetLowAntiTipLayer4Body,Cabinet 4 drawer cabinet lowantitip strip — layer 4,Cabinet 4 — front right,Cabinet4DrawerCabinetLowAntiTipLayer3Body,+Y,5.7999999999999545,914.8000000000002,25.400000000000016,23040.918811332995,3,6,profiles/Cabinet4DrawerCabinetLowAntiTipLayer4Body.dxf
Cabinet4DrawerCabinetHighSupportLayer3Body,Cabinet 4 drawer cabinet highsupport strip — layer 3,Cabinet 4 — front right,Cabinet4DrawerCabinetHighSupportLayer4Body,+Y,5.7999999999999545,914.8000000000002,25.400000000000016,23040.918811333002,3,6,profiles/Cabinet4DrawerCabinetHighSupportLayer3Body.dxf
Cabinet4DrawerCabinetHighSupportLayer4Body,Cabinet 4 drawer cabinet highsupport strip — layer 4,Cabinet 4 — front right,Cabinet4DrawerCabinetHighSupportLayer3Body,-Y,5.7999999999999545,914.8000000000002,25.400000000000016,23040.918811333002,3,6,profiles/Cabinet4DrawerCabinetHighSupportLayer4Body.dxf
Cabinet4DrawerCabinetHighAntiTipLayer3Body,Cabinet 4 drawer cabinet highantitip strip — layer 3,Cabinet 4 — front right,Cabinet4DrawerCabinetHighAntiTipLayer4Body,+Y,5.7999999999999545,914.8000000000002,25.400000000000016,23040.91881133301,3,6,profiles/Cabinet4DrawerCabinetHighAntiTipLayer3Body.dxf
Cabinet4DrawerCabinetHighAntiTipLayer4Body,Cabinet 4 drawer cabinet highantitip strip — layer 4,Cabinet 4 — front right,Cabinet4DrawerCabinetHighAntiTipLayer3Body,-Y,5.7999999999999545,914.8000000000002,25.400000000000016,23040.91881133301,3,6,profiles/Cabinet4DrawerCabinetHighAntiTipLayer4Body.dxf
Cabinet4DrawerCabinetLowChannelBackLayer1Body,Cabinet 4 drawer cabinet low channel back — layer 1,Cabinet 4 — front right,Cabinet4DrawerCabinetLowChannelBackLayer2Body,-Y,5.7999999999999545,914.8000000000002,79.20000000000002,71187.1951853736,7,14,profiles/Cabinet4DrawerCabinetLowChannelBackLayer1Body.dxf
Cabinet4DrawerCabinetLowChannelBackLayer2Body,Cabinet 4 drawer cabinet low channel back — layer 2,Cabinet 4 — front right,Cabinet4DrawerCabinetLowChannelBackLayer1Body,+Y,5.7999999999999545,914.8000000000002,79.20000000000002,71187.19518537371,7,14,profiles/Cabinet4DrawerCabinetLowChannelBackLayer2Body.dxf
Cabinet4DrawerCabinetHighChannelBackLayer1Body,Cabinet 4 drawer cabinet high channel back — layer 1,Cabinet 4 — front right,Cabinet4DrawerCabinetHighChannelBackLayer2Body,+Y,5.7999999999999545,914.8000000000002,79.20000000000002,71187.1951853736,7,14,profiles/Cabinet4DrawerCabinetHighChannelBackLayer1Body.dxf
Cabinet4DrawerCabinetHighChannelBackLayer2Body,Cabinet 4 drawer cabinet high channel back — layer 2,Cabinet 4 — front right,Cabinet4DrawerCabinetHighChannelBackLayer1Body,-Y,5.7999999999999545,914.8000000000002,79.20000000000002,71187.19518537371,7,14,profiles/Cabinet4DrawerCabinetHighChannelBackLayer2Body.dxf
Cabinet7LowerDrawerCombinedFaceFrameOuterBody,Cabinet 7 drawer combined face frame — outer,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LowerDrawerCombinedFaceFrameInnerBody,-Y,5.7999999999999545,511.9999999999977,359.5999999999992,46091.86345229521,3,600,profiles/Cabinet7LowerDrawerCombinedFaceFrameOuterBody.dxf
Cabinet7LowerDrawerCombinedFaceFrameInnerBody,Cabinet 7 drawer combined face frame — inner,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LowerDrawerCombinedFaceFrameOuterBody,+Y,5.7999999999999545,511.99999999999716,359.59999999999883,46091.863452292615,3,600,profiles/Cabinet7LowerDrawerCombinedFaceFrameInnerBody.dxf
Cabinet7LowerDrawerFaceOuterBody,Drawer face — outer004,Cabinet 7 lower drawer,Cabinet7LowerDrawerFaceInnerBody,-Y,5.7999999999999545,461.6000000000002,143.00000000000003,57223.62544702416,3,324,profiles/Cabinet7LowerDrawerFaceOuterBody.dxf
Cabinet7LowerDrawerFaceInnerBody,Drawer face — inner004,Cabinet 7 lower drawer,Cabinet7LowerDrawerFaceOuterBody,+Y,5.7999999999999545,461.6000000000002,143.00000000000003,54868.24544702413,13,348,profiles/Cabinet7LowerDrawerFaceInnerBody.dxf
Cabinet7LowerDrawerSideLowOuterBody,Drawer side — lowouter004,Cabinet 7 lower drawer,Cabinet7LowerDrawerSideLowInnerBody,-X,5.799999999999997,490.5999999999997,100.0,46653.236814692464,7,70,profiles/Cabinet7LowerDrawerSideLowOuterBody.dxf
Cabinet7LowerDrawerSideLowInnerBody,Drawer side — lowinner004,Cabinet 7 lower drawer,Cabinet7LowerDrawerSideLowOuterBody,+X,5.800000000000004,490.5999999999997,100.0,46653.236814692435,7,70,profiles/Cabinet7LowerDrawerSideLowInnerBody.dxf
Cabinet7LowerDrawerSideHighInnerBody,Drawer side — highinner004,Cabinet 7 lower drawer,Cabinet7LowerDrawerSideHighOuterBody,-X,5.800000000000011,490.60000000000014,100.0,46653.236814688666,7,70,profiles/Cabinet7LowerDrawerSideHighInnerBody.dxf
Cabinet7LowerDrawerSideHighOuterBody,Drawer side — highouter004,Cabinet 7 lower drawer,Cabinet7LowerDrawerSideHighInnerBody,+X,5.800000000000011,490.60000000000014,100.0,46653.236814686155,7,70,profiles/Cabinet7LowerDrawerSideHighOuterBody.dxf
Cabinet7LowerDrawerBackInnerBody,Drawer back — inner004,Cabinet 7 lower drawer,Cabinet7LowerDrawerBackOuterBody,-Y,5.800000000001546,439.4,99.99999999999999,41310.90318529197,7,74,profiles/Cabinet7LowerDrawerBackInnerBody.dxf
Cabinet7LowerDrawerBackOuterBody,Drawer back — outer004,Cabinet 7 lower drawer,Cabinet7LowerDrawerBackInnerBody,+Y,5.800000000008822,439.4,99.99999999999999,41310.903185262745,7,74,profiles/Cabinet7LowerDrawerBackOuterBody.dxf
Cabinet7LowerDrawerBottomBody,Drawer bottom — single ply004,Cabinet 7 lower drawer,,+Z,5.799999999999997,439.39999999999776,490.60000000000446,204607.83096491467,1,100,profiles/Cabinet7LowerDrawerBottomBody.dxf
Cabinet7LowerDrawerLowSlideLayer1Body,Drawer slide — low side — layer 007,Cabinet 7 lower drawer,Cabinet7LowerDrawerLowSlideLayer2Body,-X,5.800000000000001,471.19999999999993,25.400000000000002,11773.478811332876,3,6,profiles/Cabinet7LowerDrawerLowSlideLayer1Body.dxf
Cabinet7LowerDrawerLowSlideLayer2Body,Drawer slide — low side — layer 008,Cabinet 7 lower drawer,Cabinet7LowerDrawerLowSlideLayer1Body,+X,5.800000000000001,471.19999999999993,25.400000000000002,11773.47881133288,3,6,profiles/Cabinet7LowerDrawerLowSlideLayer2Body.dxf
Cabinet7LowerDrawerHighSlideLayer1Body,Drawer slide — high side — layer 007,Cabinet 7 lower drawer,Cabinet7LowerDrawerHighSlideLayer2Body,-X,5.800000000000011,471.19999999999993,25.400000000000002,11773.47881133286,3,6,profiles/Cabinet7LowerDrawerHighSlideLayer1Body.dxf
Cabinet7LowerDrawerHighSlideLayer2Body,Drawer slide — high side — layer 008,Cabinet 7 lower drawer,Cabinet7LowerDrawerHighSlideLayer1Body,+X,5.800000000000011,471.19999999999993,25.400000000000002,11773.478811332854,3,6,profiles/Cabinet7LowerDrawerHighSlideLayer2Body.dxf
Cabinet7LowerDrawerCabinetLowSupportLayer3Body,Cabinet 7 lower drawer cabinet lowsupport strip — layer 3,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LowerDrawerCabinetLowSupportLayer4Body,-X,5.800000000000001,457.5999999999998,25.400000000000002,11428.038811332877,3,6,profiles/Cabinet7LowerDrawerCabinetLowSupportLayer3Body.dxf
Cabinet7LowerDrawerCabinetLowSupportLayer4Body,Cabinet 7 lower drawer cabinet lowsupport strip — layer 4,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LowerDrawerCabinetLowSupportLayer3Body,+X,5.799999999999997,457.5999999999998,25.400000000000002,11428.038811332885,3,6,profiles/Cabinet7LowerDrawerCabinetLowSupportLayer4Body.dxf
Cabinet7LowerDrawerCabinetLowAntiTipLayer3Body,Cabinet 7 lower drawer cabinet lowantitip strip — layer 3,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LowerDrawerCabinetLowAntiTipLayer4Body,-X,5.800000000000001,457.5999999999998,25.400000000000006,11428.038811332879,3,6,profiles/Cabinet7LowerDrawerCabinetLowAntiTipLayer3Body.dxf
Cabinet7LowerDrawerCabinetLowAntiTipLayer4Body,Cabinet 7 lower drawer cabinet lowantitip strip — layer 4,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LowerDrawerCabinetLowAntiTipLayer3Body,+X,5.799999999999997,457.5999999999998,25.400000000000006,11428.038811332886,3,6,profiles/Cabinet7LowerDrawerCabinetLowAntiTipLayer4Body.dxf
Cabinet7LowerDrawerCabinetHighSupportLayer3Body,Cabinet 7 lower drawer cabinet highsupport strip — layer 3,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LowerDrawerCabinetHighSupportLayer4Body,+X,5.800000000000011,457.5999999999998,25.400000000000002,11428.038811332859,3,6,profiles/Cabinet7LowerDrawerCabinetHighSupportLayer3Body.dxf
Cabinet7LowerDrawerCabinetHighSupportLayer4Body,Cabinet 7 lower drawer cabinet highsupport strip — layer 4,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LowerDrawerCabinetHighSupportLayer3Body,-X,5.800000000000011,457.5999999999998,25.400000000000002,11428.038811332859,3,6,profiles/Cabinet7LowerDrawerCabinetHighSupportLayer4Body.dxf
Cabinet7LowerDrawerCabinetHighAntiTipLayer3Body,Cabinet 7 lower drawer cabinet highantitip strip — layer 3,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LowerDrawerCabinetHighAntiTipLayer4Body,+X,5.800000000000011,457.5999999999998,25.400000000000006,11428.03881133286,3,6,profiles/Cabinet7LowerDrawerCabinetHighAntiTipLayer3Body.dxf
Cabinet7LowerDrawerCabinetHighAntiTipLayer4Body,Cabinet 7 lower drawer cabinet highantitip strip — layer 4,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LowerDrawerCabinetHighAntiTipLayer3Body,-X,5.800000000000011,457.5999999999998,25.400000000000006,11428.038811332863,3,6,profiles/Cabinet7LowerDrawerCabinetHighAntiTipLayer4Body.dxf
Cabinet7LowerDrawerCabinetLowChannelBackLayer1Body,Cabinet 7 lower drawer cabinet low channel back — layer 1,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LowerDrawerCabinetLowChannelBackLayer2Body,-X,5.799999999999999,457.5999999999999,79.20000000000002,34976.95518537324,7,14,profiles/Cabinet7LowerDrawerCabinetLowChannelBackLayer1Body.dxf
Cabinet7LowerDrawerCabinetLowChannelBackLayer2Body,Cabinet 7 lower drawer cabinet low channel back — layer 2,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LowerDrawerCabinetLowChannelBackLayer1Body,+X,5.800000000000001,457.5999999999999,79.20000000000002,34976.95518537324,7,14,profiles/Cabinet7LowerDrawerCabinetLowChannelBackLayer2Body.dxf
Cabinet7LowerDrawerCabinetHighChannelBackLayer1Body,Cabinet 7 lower drawer cabinet high channel back — layer 1,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LowerDrawerCabinetHighChannelBackLayer2Body,+X,5.800000000000011,457.5999999999999,79.20000000000002,34976.955185373175,7,14,profiles/Cabinet7LowerDrawerCabinetHighChannelBackLayer1Body.dxf
Cabinet7LowerDrawerCabinetHighChannelBackLayer2Body,Cabinet 7 lower drawer cabinet high channel back — layer 2,"Cabinet 7 — left bedside table, front away from wall",Cabinet7LowerDrawerCabinetHighChannelBackLayer1Body,-X,5.800000000000011,457.5999999999999,79.20000000000002,34976.95518537325,7,14,profiles/Cabinet7LowerDrawerCabinetHighChannelBackLayer2Body.dxf
Cabinet8LowerDrawerCombinedFaceFrameOuterBody,Cabinet 8 drawer combined face frame — outer,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LowerDrawerCombinedFaceFrameInnerBody,-Y,5.7999999999999545,512.0000000000136,359.5999999999991,46091.86345230375,3,600,profiles/Cabinet8LowerDrawerCombinedFaceFrameOuterBody.dxf
Cabinet8LowerDrawerCombinedFaceFrameInnerBody,Cabinet 8 drawer combined face frame — inner,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LowerDrawerCombinedFaceFrameOuterBody,+Y,5.7999999999999545,512.0000000000132,359.5999999999987,46091.86345230489,3,600,profiles/Cabinet8LowerDrawerCombinedFaceFrameInnerBody.dxf
Cabinet8LowerDrawerFaceOuterBody,Drawer face — outer005,Cabinet 8 lower drawer,Cabinet8LowerDrawerFaceInnerBody,-Y,5.7999999999999545,461.6000000000009,143.00000000000014,57223.62544702419,3,324,profiles/Cabinet8LowerDrawerFaceOuterBody.dxf
Cabinet8LowerDrawerFaceInnerBody,Drawer face — inner005,Cabinet 8 lower drawer,Cabinet8LowerDrawerFaceOuterBody,+Y,5.7999999999999545,461.6000000000019,143.00000000000014,54868.24544702406,13,348,profiles/Cabinet8LowerDrawerFaceInnerBody.dxf
Cabinet8LowerDrawerSideLowOuterBody,Drawer side — lowouter005,Cabinet 8 lower drawer,Cabinet8LowerDrawerSideLowInnerBody,-X,5.800000000000182,490.60000000000014,100.0,46653.236814660675,7,70,profiles/Cabinet8LowerDrawerSideLowOuterBody.dxf
Cabinet8LowerDrawerSideLowInnerBody,Drawer side — lowinner005,Cabinet 8 lower drawer,Cabinet8LowerDrawerSideLowOuterBody,+X,5.800000000002001,490.6000000000006,100.0,46653.2368146768,7,70,profiles/Cabinet8LowerDrawerSideLowInnerBody.dxf
Cabinet8LowerDrawerSideHighInnerBody,Drawer side — highinner005,Cabinet 8 lower drawer,Cabinet8LowerDrawerSideHighOuterBody,-X,5.800000000000637,490.6000000000006,100.0,46653.23681467184,7,70,profiles/Cabinet8LowerDrawerSideHighInnerBody.dxf
Cabinet8LowerDrawerSideHighOuterBody,Drawer side — highouter005,Cabinet 8 lower drawer,Cabinet8LowerDrawerSideHighInnerBody,+X,5.800000000000637,490.6000000000006,100.0,46653.23681467771,7,70,profiles/Cabinet8LowerDrawerSideHighOuterBody.dxf
Cabinet8LowerDrawerBackInnerBody,Drawer back — inner005,Cabinet 8 lower drawer,Cabinet8LowerDrawerBackOuterBody,-Y,5.800000000000637,439.4000000000001,99.99999999999999,41310.90318530175,7,74,profiles/Cabinet8LowerDrawerBackInnerBody.dxf
Cabinet8LowerDrawerBackOuterBody,Drawer back — outer005,Cabinet 8 lower drawer,Cabinet8LowerDrawerBackInnerBody,+Y,5.8000000000017735,439.4000000000001,99.99999999999999,41310.90318528883,7,74,profiles/Cabinet8LowerDrawerBackOuterBody.dxf
Cabinet8LowerDrawerBottomBody,Drawer bottom — single ply005,Cabinet 8 lower drawer,,+Z,5.799999999999997,439.3999999999937,490.59999999999945,204607.83096491173,1,100,profiles/Cabinet8LowerDrawerBottomBody.dxf
Cabinet8LowerDrawerLowSlideLayer1Body,Drawer slide — low side — layer 009,Cabinet 8 lower drawer,Cabinet8LowerDrawerLowSlideLayer2Body,-X,5.800000000000182,471.19999999999993,25.400000000000002,11773.478811332634,3,6,profiles/Cabinet8LowerDrawerLowSlideLayer1Body.dxf
Cabinet8LowerDrawerLowSlideLayer2Body,Drawer slide — low side — layer 010,Cabinet 8 lower drawer,Cabinet8LowerDrawerLowSlideLayer1Body,+X,5.800000000000182,471.19999999999993,25.400000000000002,11773.478811332627,3,6,profiles/Cabinet8LowerDrawerLowSlideLayer2Body.dxf
Cabinet8LowerDrawerHighSlideLayer1Body,Drawer slide — high side — layer 009,Cabinet 8 lower drawer,Cabinet8LowerDrawerHighSlideLayer2Body,-X,5.800000000000182,471.19999999999993,25.400000000000002,11773.478811332627,3,6,profiles/Cabinet8LowerDrawerHighSlideLayer1Body.dxf
Cabinet8LowerDrawerHighSlideLayer2Body,Drawer slide — high side — layer 010,Cabinet 8 lower drawer,Cabinet8LowerDrawerHighSlideLayer1Body,+X,5.800000000000182,471.19999999999993,25.400000000000002,11773.478811332634,3,6,profiles/Cabinet8LowerDrawerHighSlideLayer2Body.dxf
Cabinet8LowerDrawerCabinetLowSupportLayer3Body,Cabinet 8 lower drawer cabinet lowsupport strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LowerDrawerCabinetLowSupportLayer4Body,-X,5.800000000000182,457.5999999999998,25.400000000000002,11428.03881133264,3,6,profiles/Cabinet8LowerDrawerCabinetLowSupportLayer3Body.dxf
Cabinet8LowerDrawerCabinetLowSupportLayer4Body,Cabinet 8 lower drawer cabinet lowsupport strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LowerDrawerCabinetLowSupportLayer3Body,+X,5.800000000000182,457.5999999999998,25.400000000000002,11428.03881133264,3,6,profiles/Cabinet8LowerDrawerCabinetLowSupportLayer4Body.dxf
Cabinet8LowerDrawerCabinetLowAntiTipLayer3Body,Cabinet 8 lower drawer cabinet lowantitip strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LowerDrawerCabinetLowAntiTipLayer4Body,-X,5.800000000000182,457.5999999999998,25.400000000000006,11428.03881133264,3,6,profiles/Cabinet8LowerDrawerCabinetLowAntiTipLayer3Body.dxf
Cabinet8LowerDrawerCabinetLowAntiTipLayer4Body,Cabinet 8 lower drawer cabinet lowantitip strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LowerDrawerCabinetLowAntiTipLayer3Body,+X,5.800000000000182,457.5999999999998,25.400000000000006,11428.038811332643,3,6,profiles/Cabinet8LowerDrawerCabinetLowAntiTipLayer4Body.dxf
Cabinet8LowerDrawerCabinetHighSupportLayer3Body,Cabinet 8 lower drawer cabinet highsupport strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LowerDrawerCabinetHighSupportLayer4Body,+X,5.800000000000182,457.5999999999998,25.400000000000002,11428.038811332637,3,6,profiles/Cabinet8LowerDrawerCabinetHighSupportLayer3Body.dxf
Cabinet8LowerDrawerCabinetHighSupportLayer4Body,Cabinet 8 lower drawer cabinet highsupport strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LowerDrawerCabinetHighSupportLayer3Body,-X,5.800000000000182,457.5999999999998,25.400000000000002,11428.038811332637,3,6,profiles/Cabinet8LowerDrawerCabinetHighSupportLayer4Body.dxf
Cabinet8LowerDrawerCabinetHighAntiTipLayer3Body,Cabinet 8 lower drawer cabinet highantitip strip — layer 3,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LowerDrawerCabinetHighAntiTipLayer4Body,+X,5.800000000000182,457.5999999999998,25.400000000000006,11428.03881133264,3,6,profiles/Cabinet8LowerDrawerCabinetHighAntiTipLayer3Body.dxf
Cabinet8LowerDrawerCabinetHighAntiTipLayer4Body,Cabinet 8 lower drawer cabinet highantitip strip — layer 4,"Cabinet 8 — right bedside table, front away from wall",Cabinet8LowerDrawerCabinetHighAntiTipLayer3Body,-X,5.800000000000182,457.5999999999998,25.400000000000006,11428.03881133264,3,6,profiles/Cabinet8LowerDrawerCabinetHighAntiTipLayer4Body.dxf
